ID_VENDA;ID_PRODUTO;QUANTIDADE;VALOR_UNITARIO_VENDA_PRODUTO;VALOR_VENDA_PRODUTO
4124;1;3;50,00;150,00
4125;24;2;60,00;120,00
4125;15;1;87,30;87,30
4126;14;1;184,30;184,30
4126;4;1;180,00;180,00
4127;2;1;116,40;116,40
4128;28;1;120,00;120,00
4128;20;4;24,50;98,00
4128;2;1;117,60;117,60
4129;1;1;50,00;50,00
4129;4;2;174,60;349,20
4129;10;2;77,60;155,20
4130;8;2;220,00;440,00
4130;25;3;169,20;507,60
4130;15;3;88,20;264,60
4131;24;2;55,80;111,60
4131;2;1;120,00;120,00
4131;20;1;25,00;25,00
4131;1;2;48,50;97,00
4132;4;1;171,00;171,00
4132;1;3;48,50;145,50
4133;13;2;135,80;271,60
4133;2;2;120,00;240,00
4133;22;4;29,10;116,40
4133;14;2;184,30;368,60
4134;6;4;147,00;588,00
4135;24;1;60,00;60,00
4135;1;1;46,50;46,50
4135;13;2;135,80;271,60
4135;13;1;135,80;135,80
4136;19;1;155,20;155,20
4137;6;2;150,00;300,00
4137;20;1;24,25;24,25
4137;2;2;120,00;240,00
4138;23;1;250,00;250,00
4138;15;2;90,00;180,00
4138;16;2;271,60;543,20
4139;19;2;155,20;310,40
4139;1;1;50,00;50,00
4140;1;3;47,00;141,00
4141;28;3;115,20;345,60
4141;13;2;140,00;280,00
4142;6;1;150,00;150,00
4142;13;2;137,20;274,40
4143;10;1;76,00;76,00
4144;13;2;140,00;280,00
4144;6;1;145,50;145,50
4145;1;1;50,00;50,00
4145;2;1;120,00;120,00
4146;24;2;58,20;116,40
4146;1;1;48,50;48,50
4147;2;1;120,00;120,00
4147;23;1;250,00;250,00
4148;28;4;116,40;465,60
4148;2;1;120,00;120,00
4149;24;1;59,40;59,40
4150;23;4;245,00;980,00
4150;16;1;280,00;280,00
4151;23;1;250,00;250,00
4152;25;2;180,00;360,00
4153;18;2;95,00;190,00
4153;15;1;88,20;88,20
4153;3;3;232,50;697,50
4154;13;1;135,80;135,80
4155;19;2;155,20;310,40
4156;26;2;67,90;135,80
4156;5;1;291,00;291,00
4156;29;1;500,00;500,00
4157;20;2;24,50;49,00
4157;6;2;147,00;294,00
4158;20;3;24,25;72,75
4159;20;1;24,50;24,50
4160;17;1;124,80;124,80
4161;20;2;24,25;48,50
4162;7;4;336,00;1.344,00
4162;15;1;87,30;87,30
4162;20;1;24,25;24,25
4162;2;3;111,60;334,80
4163;25;1;180,00;180,00
4163;13;1;135,80;135,80
4163;1;2;48,50;97,00
4164;19;2;160,00;320,00
4164;4;3;167,40;502,20
4165;1;1;50,00;50,00
4165;4;2;174,60;349,20
4165;24;1;60,00;60,00
4166;24;1;58,20;58,20
4167;13;2;135,80;271,60
4168;1;3;50,00;150,00
4168;1;1;49,00;49,00
4168;24;2;60,00;120,00
4169;18;2;97,00;194,00
4169;13;3;135,80;407,40
4170;4;1;167,40;167,40
4170;7;2;350,00;700,00
4171;13;2;138,60;277,20
4171;30;1;86,40;86,40
4172;24;3;58,80;176,40
4172;24;1;60,00;60,00
4173;15;3;87,30;261,90
4173;4;1;180,00;180,00
4174;22;1;30,00;30,00
4174;15;1;87,30;87,30
4174;20;3;24,25;72,75
4175;20;1;23,25;23,25
4175;24;2;58,20;116,40
4175;24;1;60,00;60,00
4176;11;1;436,50;436,50
4177;4;2;176,40;352,80
4178;20;1;24,25;24,25
4178;30;1;87,30;87,30
4178;7;2;350,00;700,00
4178;1;2;48,50;97,00
4178;2;2;117,60;235,20
4179;7;2;350,00;700,00
4180;13;4;140,00;560,00
4180;1;3;49,00;147,00
4181;14;3;180,50;541,50
4182;4;3;174,60;523,80
4183;9;3;388,00;1.164,00
4183;1;1;50,00;50,00
4183;7;1;325,50;325,50
4184;20;2;23,25;46,50
4185;2;1;120,00;120,00
4185;20;3;24,50;73,50
4186;12;3;200,00;600,00
4186;15;1;90,00;90,00
4187;16;1;274,40;274,40
4187;20;1;25,00;25,00
4187;16;2;280,00;560,00
4187;7;1;339,50;339,50
4187;26;1;65,10;65,10
4188;2;2;116,40;232,80
4188;7;1;339,50;339,50
4188;1;1;48,50;48,50
4188;13;1;140,00;140,00
4189;19;1;155,20;155,20
4190;18;2;100,00;200,00
4191;1;1;50,00;50,00
4192;7;2;339,50;679,00
4193;20;1;24,75;24,75
4193;1;1;48,50;48,50
4194;11;3;450,00;1.350,00
4195;23;1;242,50;242,50
4196;1;1;47,50;47,50
4197;24;1;58,20;58,20
4198;13;1;135,80;135,80
4199;24;1;55,80;55,80
4200;1;4;47,50;190,00
4201;5;2;300,00;600,00
4202;15;1;90,00;90,00
4203;9;2;392,00;784,00
4203;1;1;48,50;48,50
4204;20;1;25,00;25,00
4205;29;1;485,00;485,00
4206;4;1;180,00;180,00
4207;10;1;78,40;78,40
4208;22;1;29,10;29,10
4209;29;2;485,00;970,00
4210;5;2;300,00;600,00
4211;18;1;95,00;95,00
4211;1;1;49,00;49,00
4211;2;2;116,40;232,80
4212;24;1;58,20;58,20
4212;15;1;88,20;88,20
4212;1;2;50,00;100,00
4212;5;2;300,00;600,00
4213;16;1;280,00;280,00
4214;13;1;133,00;133,00
4215;8;2;213,40;426,80
4216;16;1;280,00;280,00
4216;14;1;188,10;188,10
4216;14;1;186,20;186,20
4217;15;3;87,30;261,90
4218;1;1;48,50;48,50
4218;2;4;120,00;480,00
4218;24;2;58,80;117,60
4219;20;2;25,00;50,00
4220;14;1;190,00;190,00
4221;18;1;97,00;97,00
4222;24;3;58,20;174,60
4223;28;1;116,40;116,40
4224;20;2;25,00;50,00
4225;28;1;117,60;117,60
4226;20;1;25,00;25,00
4227;10;1;77,60;77,60
4228;20;1;24,50;24,50
4229;24;2;60,00;120,00
4230;15;1;90,00;90,00
4231;2;1;111,60;111,60
4232;6;1;150,00;150,00
4233;11;3;436,50;1.309,50
4233;2;1;118,80;118,80
4233;25;1;174,60;174,60
4234;20;1;24,75;24,75
4234;2;1;111,60;111,60
4234;13;2;137,20;274,40
4235;18;1;100,00;100,00
4236;19;2;155,20;310,40
4237;2;2;117,60;235,20
4238;24;1;56,40;56,40
4239;11;1;450,00;450,00
4240;2;1;120,00;120,00
4240;15;1;90,00;90,00
4241;15;2;86,40;172,80
4242;20;1;25,00;25,00
4243;11;1;418,50;418,50
4243;18;1;97,00;97,00
4244;1;1;48,50;48,50
4244;13;2;140,00;280,00
4245;2;1;116,40;116,40
4245;2;2;116,40;232,80
4245;15;1;90,00;90,00
4245;1;1;48,50;48,50
4246;19;2;160,00;320,00
4246;20;2;25,00;50,00
4247;13;1;140,00;140,00
4247;13;1;130,20;130,20
4248;24;2;58,20;116,40
4248;30;1;88,20;88,20
4249;15;1;87,30;87,30
4249;15;1;87,30;87,30
4249;20;2;24,25;48,50
4250;14;3;190,00;570,00
4251;1;5;48,00;240,00
4252;18;2;100,00;200,00
4252;16;1;260,40;260,40
4252;25;1;176,40;176,40
4253;6;1;148,50;148,50
4254;30;1;83,70;83,70
4255;2;2;116,40;232,80
4255;20;1;24,25;24,25
4256;1;1;49,00;49,00
4256;23;1;245,00;245,00
4256;26;1;67,90;67,90
4257;30;1;87,30;87,30
4258;8;1;220,00;220,00
4258;21;1;108,90;108,90
4258;15;2;90,00;180,00
4258;25;3;180,00;540,00
4259;1;1;48,50;48,50
4259;14;2;184,30;368,60
4260;1;1;47,00;47,00
4261;1;1;48,50;48,50
4262;18;3;97,00;291,00
4263;22;3;29,10;87,30
4263;5;2;300,00;600,00
4263;24;2;58,20;116,40
4263;19;1;148,80;148,80
4264;1;4;49,00;196,00
4265;1;1;48,50;48,50
4265;11;1;418,50;418,50
4266;10;2;80,00;160,00
4266;1;1;48,50;48,50
4266;5;1;291,00;291,00
4267;2;2;116,40;232,80
4267;13;1;135,80;135,80
4268;24;1;58,20;58,20
4268;20;1;25,00;25,00
4268;1;2;48,50;97,00
4268;16;1;280,00;280,00
4268;1;1;48,50;48,50
4268;22;3;30,00;90,00
4269;16;1;280,00;280,00
4269;20;1;23,25;23,25
4269;22;1;30,00;30,00
4269;13;1;133,00;133,00
4269;2;2;117,60;235,20
4270;2;2;120,00;240,00
4271;29;2;485,00;970,00
4271;15;1;90,00;90,00
4272;13;2;135,80;271,60
4273;2;2;116,40;232,80
4274;9;1;388,00;388,00
4275;26;1;68,60;68,60
4276;19;1;155,20;155,20
4277;19;1;160,00;160,00
4277;2;2;115,20;230,40
4277;13;4;137,20;548,80
4278;2;1;116,40;116,40
4279;13;1;140,00;140,00
4280;20;2;24,50;49,00
4280;2;1;117,60;117,60
4281;10;5;80,00;400,00
4281;7;2;339,50;679,00
4281;13;1;135,80;135,80
4282;2;1;116,40;116,40
4283;22;1;29,40;29,40
4283;28;2;120,00;240,00
4284;24;3;60,00;180,00
4284;1;2;50,00;100,00
4284;3;1;242,50;242,50
4285;29;1;485,00;485,00
4285;20;1;24,25;24,25
4286;15;2;90,00;180,00
4287;20;1;24,75;24,75
4287;5;2;291,00;582,00
4287;9;1;388,00;388,00
4288;20;1;24,50;24,50
4288;23;1;242,50;242,50
4288;1;1;50,00;50,00
4288;20;2;23,25;46,50
4288;4;1;176,40;176,40
4289;1;2;48,50;97,00
4290;13;1;135,80;135,80
4290;3;2;245,00;490,00
4291;20;2;23,25;46,50
4291;15;2;90,00;180,00
4291;13;1;135,80;135,80
4292;2;3;116,40;349,20
4292;24;1;58,20;58,20
4293;7;2;339,50;679,00
4293;13;4;140,00;560,00
4293;19;3;160,00;480,00
4294;18;2;98,00;196,00
4295;30;2;87,30;174,60
4296;2;1;120,00;120,00
4296;24;1;60,00;60,00
4297;23;2;250,00;500,00
4298;30;1;87,30;87,30
4299;19;3;155,20;465,60
4300;24;1;58,20;58,20
4301;18;2;100,00;200,00
4301;20;1;24,25;24,25
4301;13;1;137,20;137,20
4301;21;3;106,70;320,10
4301;10;1;78,40;78,40
4302;13;3;135,80;407,40
4303;11;2;441,00;882,00
4303;20;2;25,00;50,00
4304;1;1;49,50;49,50
4304;15;1;90,00;90,00
4305;9;2;388,00;776,00
4305;2;2;116,40;232,80
4306;5;2;291,00;582,00
4306;15;4;87,30;349,20
4306;24;1;58,20;58,20
4306;2;2;120,00;240,00
4307;15;4;87,30;349,20
4307;21;2;110,00;220,00
4307;5;1;291,00;291,00
4307;16;1;271,60;271,60
4308;1;2;49,00;98,00
4309;23;2;250,00;500,00
4310;20;1;25,00;25,00
4310;11;2;436,50;873,00
4311;1;1;48,50;48,50
4311;21;4;110,00;440,00
4311;1;3;50,00;150,00
4311;19;2;160,00;320,00
4312;23;1;240,00;240,00
4313;9;2;388,00;776,00
4313;4;1;169,20;169,20
4314;2;2;120,00;240,00
4314;2;1;116,40;116,40
4315;13;2;140,00;280,00
4315;24;1;60,00;60,00
4315;9;2;388,00;776,00
4316;14;1;190,00;190,00
4317;20;1;23,25;23,25
4318;20;1;24,25;24,25
4318;2;1;117,60;117,60
4318;18;3;97,00;291,00
4318;15;1;89,10;89,10
4319;1;1;50,00;50,00
4320;25;3;174,60;523,80
4320;24;1;60,00;60,00
4320;24;1;58,80;58,80
4320;15;1;87,30;87,30
4321;2;2;116,40;232,80
4322;14;2;186,20;372,40
4323;24;1;58,20;58,20
4323;25;1;176,40;176,40
4324;1;2;48,50;97,00
4325;10;1;80,00;80,00
4326;13;1;135,80;135,80
4326;11;2;436,50;873,00
4326;24;1;58,20;58,20
4327;1;1;48,50;48,50
4328;1;1;48,50;48,50
4328;16;1;271,60;271,60
4328;24;2;58,80;117,60
4328;15;2;88,20;176,40
4328;5;1;294,00;294,00
4329;24;1;60,00;60,00
4329;2;2;120,00;240,00
4330;24;1;55,80;55,80
4331;2;2;120,00;240,00
4332;7;2;343,00;686,00
4332;1;2;48,50;97,00
4332;2;1;112,80;112,80
4332;19;3;155,20;465,60
4333;13;1;131,60;131,60
4333;13;1;135,80;135,80
4334;23;1;250,00;250,00
4334;3;1;242,50;242,50
4335;7;1;350,00;350,00
4336;15;3;85,50;256,50
4337;17;2;126,10;252,20
4338;13;2;140,00;280,00
4339;7;1;346,50;346,50
4340;7;1;339,50;339,50
4340;7;1;350,00;350,00
4341;15;1;87,30;87,30
4342;24;2;58,20;116,40
4343;20;1;24,50;24,50
4344;19;1;155,20;155,20
4344;5;1;300,00;300,00
4344;15;1;87,30;87,30
4344;1;1;49,50;49,50
4344;1;2;50,00;100,00
4345;1;1;49,00;49,00
4346;2;1;116,40;116,40
4346;1;1;48,50;48,50
4346;15;3;88,20;264,60
4346;20;1;24,25;24,25
4347;9;1;400,00;400,00
4348;11;3;418,50;1.255,50
4348;20;2;24,25;48,50
4348;4;2;180,00;360,00
4349;24;1;60,00;60,00
4349;7;2;339,50;679,00
4349;29;1;465,00;465,00
4350;15;1;88,20;88,20
4351;16;1;280,00;280,00
4351;20;1;25,00;25,00
4351;2;2;116,40;232,80
4352;29;3;490,00;1.470,00
4352;20;1;25,00;25,00
4353;1;4;50,00;200,00
4354;7;1;339,50;339,50
4354;15;1;87,30;87,30
4354;19;1;150,40;150,40
4355;14;1;184,30;184,30
4355;16;1;260,40;260,40
4356;13;2;135,80;271,60
4356;18;2;97,00;194,00
4357;15;1;90,00;90,00
4358;9;1;400,00;400,00
4359;1;1;49,50;49,50
4360;20;2;25,00;50,00
4361;2;1;120,00;120,00
4362;17;1;126,10;126,10
4363;1;3;48,50;145,50
4363;18;4;95,00;380,00
4364;8;1;220,00;220,00
4364;16;1;280,00;280,00
4364;1;1;46,50;46,50
4365;2;2;120,00;240,00
4365;9;1;376,00;376,00
4366;11;1;450,00;450,00
4367;1;3;49,50;148,50
4368;1;2;48,50;97,00
4369;1;3;49,00;147,00
4370;20;1;25,00;25,00
4371;14;2;184,30;368,60
4371;24;1;58,20;58,20
4372;19;1;160,00;160,00
4372;1;2;50,00;100,00
4373;29;1;500,00;500,00
4373;20;3;24,25;72,75
4373;15;3;90,00;270,00
4374;19;1;155,20;155,20
4374;20;2;24,25;48,50
4374;29;2;490,00;980,00
4374;20;2;24,50;49,00
4375;7;2;325,50;651,00
4376;26;1;67,90;67,90
4377;4;1;176,40;176,40
4378;14;3;186,20;558,60
4379;12;1;186,00;186,00
4380;24;1;58,20;58,20
4381;24;1;58,20;58,20
4381;19;3;160,00;480,00
4381;12;1;194,00;194,00
4382;19;1;160,00;160,00
4383;10;1;77,60;77,60
4384;7;1;350,00;350,00
4384;16;1;274,40;274,40
4385;5;1;297,00;297,00
4385;20;1;25,00;25,00
4385;1;1;49,00;49,00
4385;2;2;116,40;232,80
4385;1;2;50,00;100,00
4386;1;2;49,00;98,00
4387;20;2;23,50;47,00
4388;13;1;135,80;135,80
4389;17;2;130,00;260,00
4390;1;1;50,00;50,00
4390;7;3;343,00;1.029,00
4390;24;2;58,20;116,40
4390;5;1;300,00;300,00
4390;8;2;215,60;431,20
4391;10;1;80,00;80,00
4392;21;4;103,40;413,60
4393;24;1;59,40;59,40
4394;7;2;332,50;665,00
4395;20;1;24,25;24,25
4395;20;1;24,00;24,00
4396;22;1;29,40;29,40
4396;19;2;160,00;320,00
4396;1;2;48,00;96,00
4397;20;1;25,00;25,00
4397;25;1;174,60;174,60
4398;1;2;46,50;93,00
4399;2;1;116,40;116,40
4400;5;1;291,00;291,00
4400;21;2;110,00;220,00
4400;2;1;117,60;117,60
4401;18;1;97,00;97,00
4402;13;2;140,00;280,00
4403;22;2;27,90;55,80
4404;2;1;120,00;120,00
4404;20;1;24,50;24,50
4404;15;2;90,00;180,00
4404;2;3;117,60;352,80
4404;16;1;271,60;271,60
4405;14;1;184,30;184,30
4405;1;1;49,00;49,00
4406;9;1;388,00;388,00
4407;2;1;120,00;120,00
4408;1;1;50,00;50,00
4409;28;1;120,00;120,00
4409;2;1;120,00;120,00
4409;9;4;400,00;1.600,00
4409;1;1;50,00;50,00
4410;16;1;271,60;271,60
4410;1;3;49,50;148,50
4410;19;1;155,20;155,20
4410;12;1;196,00;196,00
4411;20;1;25,00;25,00
4412;2;1;120,00;120,00
4412;25;2;180,00;360,00
4412;18;3;97,00;291,00
4413;5;1;291,00;291,00
4414;7;1;332,50;332,50
4414;1;1;48,50;48,50
4415;19;1;160,00;160,00
4415;23;2;245,00;490,00
4415;23;1;235,00;235,00
4416;6;3;150,00;450,00
4417;3;2;245,00;490,00
4418;13;2;135,80;271,60
4418;15;1;90,00;90,00
4418;1;1;48,50;48,50
4419;9;1;392,00;392,00
4419;16;2;280,00;560,00
4419;20;1;24,50;24,50
4420;20;1;25,00;25,00
4421;21;1;106,70;106,70
4421;24;1;58,80;58,80
4422;4;1;180,00;180,00
4423;2;1;112,80;112,80
4423;11;1;436,50;436,50
4424;9;1;388,00;388,00
4424;15;2;85,50;171,00
4425;20;2;23,75;47,50
4426;14;1;190,00;190,00
4427;19;2;158,40;316,80
4427;19;1;153,60;153,60
4427;13;2;138,60;277,20
4428;14;2;186,20;372,40
4428;14;1;176,70;176,70
4428;20;3;24,75;74,25
4428;14;1;184,30;184,30
4429;5;1;279,00;279,00
4430;14;1;184,30;184,30
4431;2;1;120,00;120,00
4432;19;1;155,20;155,20
4433;1;1;48,00;48,00
4434;1;2;48,50;97,00
4435;25;2;180,00;360,00
4435;29;1;485,00;485,00
4435;1;1;50,00;50,00
4436;28;1;116,40;116,40
4437;20;3;25,00;75,00
4437;15;1;87,30;87,30
4438;15;1;83,70;83,70
4438;2;1;116,40;116,40
4438;5;1;294,00;294,00
4439;12;1;194,00;194,00
4439;2;3;116,40;349,20
4439;15;1;90,00;90,00
4440;9;1;388,00;388,00
4441;7;1;339,50;339,50
4442;18;1;97,00;97,00
4443;19;1;155,20;155,20
4444;24;1;58,20;58,20
4444;5;1;300,00;300,00
4445;26;1;70,00;70,00
4446;5;2;294,00;588,00
4447;1;2;49,00;98,00
4448;15;2;89,10;178,20
4448;19;1;155,20;155,20
4448;22;2;29,10;58,20
4448;24;2;58,20;116,40
4449;4;3;174,60;523,80
4450;19;1;160,00;160,00
4451;9;1;400,00;400,00
4452;29;1;490,00;490,00
4452;24;2;56,40;112,80
4452;18;1;93,00;93,00
4453;21;3;110,00;330,00
4454;8;1;220,00;220,00
4455;1;2;49,00;98,00
4455;22;1;29,70;29,70
4455;24;1;56,40;56,40
4456;1;1;50,00;50,00
4457;16;1;280,00;280,00
4458;13;2;135,80;271,60
4459;18;1;97,00;97,00
4459;9;3;400,00;1.200,00
4459;13;1;130,20;130,20
4460;16;1;268,80;268,80
4461;9;2;388,00;776,00
4462;16;2;271,60;543,20
4462;3;1;250,00;250,00
4462;2;1;120,00;120,00
4463;26;1;70,00;70,00
4464;20;1;24,50;24,50
4464;16;1;271,60;271,60
4464;2;1;114,00;114,00
4465;11;2;436,50;873,00
4466;15;1;87,30;87,30
4467;24;2;60,00;120,00
4468;15;1;88,20;88,20
4469;29;1;485,00;485,00
4470;16;1;280,00;280,00
4470;5;3;300,00;900,00
4471;24;3;60,00;180,00
4471;10;1;80,00;80,00
4471;9;1;388,00;388,00
4471;1;3;48,50;145,50
4472;20;2;25,00;50,00
4473;1;1;48,50;48,50
4474;30;2;88,20;176,40
4474;3;2;242,50;485,00
4474;14;1;184,30;184,30
4474;2;1;116,40;116,40
4475;18;4;97,00;388,00
4476;1;2;46,50;93,00
4477;1;1;48,50;48,50
4478;1;1;50,00;50,00
4478;24;1;60,00;60,00
4479;9;1;388,00;388,00
4480;9;1;384,00;384,00
4480;14;1;182,40;182,40
4480;1;2;48,50;97,00
4480;1;4;46,50;186,00
4481;15;1;90,00;90,00
4482;9;1;380,00;380,00
4482;23;2;250,00;500,00
4482;5;1;291,00;291,00
4482;12;1;194,00;194,00
4483;22;1;29,10;29,10
4484;5;1;291,00;291,00
4485;1;2;48,50;97,00
4485;24;3;58,20;174,60
4486;22;1;30,00;30,00
4486;17;1;130,00;130,00
4486;12;5;200,00;1.000,00
4487;24;2;60,00;120,00
4487;24;3;58,80;176,40
4487;16;3;271,60;814,80
4487;13;2;135,80;271,60
4488;21;1;110,00;110,00
4488;22;1;29,10;29,10
4489;19;2;148,80;297,60
4489;25;1;174,60;174,60
4489;15;1;83,70;83,70
4489;16;2;271,60;543,20
4489;2;3;117,60;352,80
4490;1;2;48,50;97,00
4491;15;1;90,00;90,00
4492;1;1;47,50;47,50
4493;16;1;274,40;274,40
4494;20;1;24,25;24,25
4494;23;1;250,00;250,00
4495;26;1;67,90;67,90
4495;18;1;100,00;100,00
4495;23;1;250,00;250,00
4496;19;2;148,80;297,60
4496;18;2;100,00;200,00
4496;2;2;120,00;240,00
4496;1;2;47,00;94,00
4497;19;1;155,20;155,20
4497;2;1;116,40;116,40
4497;1;2;48,50;97,00
4497;7;1;325,50;325,50
4498;25;4;180,00;720,00
4499;20;1;24,25;24,25
4499;1;1;50,00;50,00
4500;2;1;118,80;118,80
4500;24;2;58,20;116,40
4500;2;5;120,00;600,00
4501;1;1;48,50;48,50
4502;24;5;60,00;300,00
4503;18;1;97,00;97,00
4504;1;1;48,50;48,50
4504;13;1;135,80;135,80
4505;18;1;97,00;97,00
4506;15;1;88,20;88,20
4507;1;2;47,50;95,00
4507;16;2;280,00;560,00
4508;23;1;242,50;242,50
4508;20;1;23,75;23,75
4509;1;1;48,50;48,50
4510;15;1;87,30;87,30
4511;15;2;85,50;171,00
4512;20;2;25,00;50,00
4513;13;4;137,20;548,80
4513;24;1;58,80;58,80
4513;17;1;126,10;126,10
4513;1;1;50,00;50,00
4514;14;1;190,00;190,00
4514;9;1;388,00;388,00
4514;8;2;220,00;440,00
4515;24;2;58,20;116,40
4516;4;3;174,60;523,80
4516;1;1;50,00;50,00
4516;9;2;392,00;784,00
4516;18;1;100,00;100,00
4516;9;1;392,00;392,00
4517;1;1;48,50;48,50
4517;7;1;339,50;339,50
4517;20;1;24,25;24,25
4517;21;1;106,70;106,70
4518;23;1;250,00;250,00
4519;8;1;215,60;215,60
4519;10;2;77,60;155,20
4520;5;1;285,00;285,00
4520;15;1;88,20;88,20
4521;10;3;77,60;232,80
4521;26;3;67,90;203,70
4522;1;1;50,00;50,00
4522;25;1;174,60;174,60
4522;24;1;59,40;59,40
4523;1;2;48,50;97,00
4524;1;1;49,00;49,00
4525;23;1;242,50;242,50
4525;14;2;182,40;364,80
4526;7;1;350,00;350,00
4527;13;1;130,20;130,20
4527;16;2;271,60;543,20
4528;7;1;350,00;350,00
4529;29;1;485,00;485,00
4529;28;1;116,40;116,40
4530;1;2;48,00;96,00
4530;1;1;48,50;48,50
4531;1;2;48,50;97,00
4531;18;2;98,00;196,00
4532;2;1;116,40;116,40
4533;11;2;436,50;873,00
4534;8;1;209,00;209,00
4534;24;2;58,20;116,40
4534;19;4;160,00;640,00
4534;14;1;190,00;190,00
4535;16;3;274,40;823,20
4535;13;1;135,80;135,80
4536;19;1;156,80;156,80
4536;24;2;58,80;117,60
4537;15;1;84,60;84,60
4538;29;1;500,00;500,00
4539;25;1;174,60;174,60
4540;21;1;106,70;106,70
4540;1;2;48,50;97,00
4541;29;1;485,00;485,00
4541;18;1;100,00;100,00
4541;5;1;297,00;297,00
4542;9;1;400,00;400,00
4543;2;2;116,40;232,80
4543;28;1;112,80;112,80
4543;1;1;48,50;48,50
4544;13;1;140,00;140,00
4544;10;2;78,40;156,80
4545;20;1;24,25;24,25
4546;29;1;465,00;465,00
4546;14;1;186,20;186,20
4547;9;2;392,00;784,00
4548;7;1;336,00;336,00
4549;24;4;55,80;223,20
4549;11;1;441,00;441,00
4549;9;1;400,00;400,00
4550;5;1;291,00;291,00
4551;10;1;76,80;76,80
4552;16;1;271,60;271,60
4552;10;1;77,60;77,60
4553;14;1;186,20;186,20
4554;23;4;250,00;1.000,00
4555;14;1;190,00;190,00
4556;20;1;24,25;24,25
4557;22;2;29,70;59,40
4558;5;1;291,00;291,00
4559;15;2;90,00;180,00
4559;20;1;24,50;24,50
4559;12;2;196,00;392,00
4559;5;2;300,00;600,00
4559;2;3;111,60;334,80
4560;14;1;184,30;184,30
4561;25;2;174,60;349,20
4561;20;3;25,00;75,00
4561;21;1;106,70;106,70
4562;7;3;329,00;987,00
4563;5;2;300,00;600,00
4563;18;1;97,00;97,00
4563;29;3;500,00;1.500,00
4564;1;3;49,00;147,00
4565;24;2;60,00;120,00
4565;7;1;325,50;325,50
4566;5;1;291,00;291,00
4567;14;1;184,30;184,30
4568;23;1;237,50;237,50
4569;5;1;300,00;300,00
4569;19;1;155,20;155,20
4570;7;5;325,50;1.627,50
4570;10;1;77,60;77,60
4571;18;2;98,00;196,00
4572;25;2;180,00;360,00
4573;20;1;24,25;24,25
4574;20;1;24,25;24,25
4574;2;1;116,40;116,40
4574;7;1;343,00;343,00
4575;15;1;87,30;87,30
4576;2;1;116,40;116,40
4577;1;1;48,50;48,50
4577;15;3;86,40;259,20
4578;20;2;23,25;46,50
4579;17;1;126,10;126,10
4579;5;3;291,00;873,00
4579;16;1;271,60;271,60
4579;24;1;60,00;60,00
4580;20;2;25,00;50,00
4581;13;2;135,80;271,60
4582;9;2;388,00;776,00
4583;14;1;184,30;184,30
4583;7;2;339,50;679,00
4584;18;1;97,00;97,00
4585;20;2;24,25;48,50
4586;2;1;112,80;112,80
4586;5;1;279,00;279,00
4586;24;2;58,20;116,40
4587;15;1;90,00;90,00
4588;5;1;291,00;291,00
4589;18;1;97,00;97,00
4590;25;1;167,40;167,40
4590;18;2;100,00;200,00
4591;1;2;48,50;97,00
4591;20;2;24,25;48,50
4592;1;1;50,00;50,00
4593;17;2;126,10;252,20
4594;20;1;25,00;25,00
4594;7;1;339,50;339,50
4594;22;2;27,90;55,80
4595;13;2;134,40;268,80
4596;4;1;167,40;167,40
4596;9;2;392,00;784,00
4597;15;2;90,00;180,00
4598;18;1;100,00;100,00
4599;24;1;58,20;58,20
4599;7;1;350,00;350,00
4600;11;1;418,50;418,50
4600;13;2;135,80;271,60
4601;19;1;160,00;160,00
4601;15;2;90,00;180,00
4601;26;1;67,90;67,90
4601;22;1;29,40;29,40
4602;29;3;475,00;1.425,00
4603;24;2;58,20;116,40
4603;1;1;50,00;50,00
4604;1;3;48,50;145,50
4604;23;1;242,50;242,50
4604;24;1;58,20;58,20
4604;1;1;46,50;46,50
4605;14;1;184,30;184,30
4605;13;3;140,00;420,00
4605;2;2;116,40;232,80
4606;15;2;88,20;176,40
4607;19;1;155,20;155,20
4608;1;2;50,00;100,00
4609;20;1;24,25;24,25
4610;1;2;50,00;100,00
4610;23;5;242,50;1.212,50
4610;26;1;67,90;67,90
4611;8;1;220,00;220,00
4611;9;1;380,00;380,00
4611;13;4;137,20;548,80
4612;16;1;280,00;280,00
4612;20;1;24,25;24,25
4613;24;1;58,20;58,20
4614;1;2;48,50;97,00
4614;15;1;85,50;85,50
4615;26;2;67,90;135,80
4616;23;2;242,50;485,00
4617;5;1;300,00;300,00
4618;24;3;60,00;180,00
4618;6;2;147,00;294,00
4618;20;2;24,25;48,50
4619;24;4;58,80;235,20
4620;19;3;155,20;465,60
4621;19;1;155,20;155,20
4622;15;2;86,40;172,80
4623;15;1;90,00;90,00
4623;13;2;140,00;280,00
4623;19;1;160,00;160,00
4624;24;1;58,80;58,80
4624;20;1;25,00;25,00
4625;1;1;47,00;47,00
4626;2;1;116,40;116,40
4627;2;1;117,60;117,60
4628;1;2;47,00;94,00
4629;5;1;291,00;291,00
4630;24;2;60,00;120,00
4631;19;1;160,00;160,00
4632;1;2;50,00;100,00
4632;2;1;120,00;120,00
4632;9;1;388,00;388,00
4632;21;2;106,70;213,40
4632;24;3;58,80;176,40
4633;1;1;48,50;48,50
4633;16;1;271,60;271,60
4634;1;1;48,50;48,50
4635;16;1;271,60;271,60
4636;19;2;158,40;316,80
4636;29;4;500,00;2.000,00
4636;18;1;100,00;100,00
4637;11;1;436,50;436,50
