ID_VENDA;DATA_VENDA;ID_FILIAL;ID_CLIENTE;VALOR_VENDA
4673;25/11/2023;1;1201;467,05
4674;25/11/2023;1;553;297,60
4675;25/11/2023;1;1159;436,50
4676;25/11/2023;1;874;1.260,00
4677;25/11/2023;1;8;47,50
4678;25/11/2023;1;1078;170,00
4679;25/11/2023;1;1949;1.692,80
4680;25/11/2023;1;1284;184,30
4681;25/11/2023;1;17;1.120,10
4682;25/11/2023;1;1692;120,00
4683;25/11/2023;1;297;100,00
4684;25/11/2023;1;665;305,60
4685;25/11/2023;1;297;100,00
4686;25/11/2023;1;1326;1.955,30
4687;25/11/2023;1;2;1.453,80
4688;25/11/2023;1;1583;818,25
4689;25/11/2023;1;1986;2.295,05
4690;25/11/2023;1;1709;167,40
4691;25/11/2023;1;1167;1.726,60
4692;25/11/2023;1;509;679,00
4693;25/11/2023;1;1095;164,90
4694;25/11/2023;1;999;115,20
4695;25/11/2023;1;1597;630,95
4696;25/11/2023;1;558;431,00
4697;25/11/2023;1;5;50,00
4698;25/11/2023;1;1799;240,00
4699;25/11/2023;1;235;1.552,00
4700;25/11/2023;1;423;920,00
4701;25/11/2023;1;1447;1.358,00
4702;25/11/2023;1;912;232,80
4703;25/11/2023;1;345;384,45
4704;25/11/2023;1;598;372,40
4705;25/11/2023;1;177;380,00
4706;25/11/2023;1;1477;646,80
4707;25/11/2023;1;1319;591,70
4708;25/11/2023;1;141;224,90
4709;25/11/2023;1;1657;83,70
4710;25/11/2023;1;1339;1.217,10
4711;25/11/2023;1;366;516,40
4712;25/11/2023;1;597;232,80
4713;25/11/2023;1;696;1.000,00
4714;25/11/2023;1;610;227,50
4715;25/11/2023;1;5;536,70
4716;25/11/2023;1;1739;178,20
4717;25/11/2023;1;83;388,00
4718;25/11/2023;1;831;1.991,20
4719;25/11/2023;1;1186;500,00
4720;25/11/2023;1;933;679,00
4721;25/11/2023;1;657;1.063,50
4722;25/11/2023;1;1833;1.748,30
4723;25/11/2023;1;722;194,00
4724;25/11/2023;1;393;558,20
4725;25/11/2023;1;1199;388,00
4726;25/11/2023;1;249;232,80
4727;25/11/2023;1;1;155,80
4728;25/11/2023;1;862;300,00
4729;25/11/2023;1;8;208,00
4730;25/11/2023;1;1797;813,20
4731;25/11/2023;1;1204;584,25
4732;25/11/2023;2;161;213,40
4733;25/11/2023;2;54;116,40
4734;25/11/2023;2;573;112,80
4735;25/11/2023;2;105;651,25
4736;25/11/2023;2;129;130,20
4737;25/11/2023;2;55;426,80
4738;25/11/2023;2;154;176,40
4739;25/11/2023;2;156;1.425,00
4740;25/11/2023;2;149;50,00
4741;25/11/2023;2;131;100,00
4742;25/11/2023;2;125;420,10
4743;25/11/2023;2;51;24,25
4744;25/11/2023;2;116;307,20
4745;25/11/2023;2;1526;1.809,10
4746;25/11/2023;2;196;1.264,00
4747;25/11/2023;2;163;237,50
4748;25/11/2023;2;167;523,80
4749;25/11/2023;2;147;388,00
4750;25/11/2023;2;165;976,30
4751;25/11/2023;2;37;1.023,35
4752;25/11/2023;2;135;1.019,00
4753;25/11/2023;2;180;420,40
4754;25/11/2023;2;40;203,75
4755;25/11/2023;2;322;875,60
4756;25/11/2023;2;200;50,00
4757;25/11/2023;2;465;1.188,00
4758;25/11/2023;2;190;1.302,80
4759;25/11/2023;2;50;310,65
4760;25/11/2023;2;56;140,65
4761;25/11/2023;2;133;58,20
4762;25/11/2023;2;23;47,50
4763;25/11/2023;2;1702;160,00
4764;25/11/2023;2;130;180,00
4765;25/11/2023;2;1589;25,00
4766;25/11/2023;2;952;97,00
4767;25/11/2023;2;130;435,20
4768;25/11/2023;2;1600;1.346,40
4769;25/11/2023;2;179;235,20
4770;25/11/2023;2;105;290,00
4771;25/11/2023;2;18;496,40
4772;25/11/2023;2;58;100,00
4773;25/11/2023;2;68;651,00
4774;25/11/2023;2;182;325,50
4775;25/11/2023;2;23;598,60
4776;25/11/2023;2;115;200,00
4777;25/11/2023;2;1075;48,50
4778;25/11/2023;2;197;25,00
4779;25/11/2023;2;110;87,30
4780;25/11/2023;2;1827;582,10
4781;25/11/2023;2;139;116,40
4782;25/11/2023;2;222;48,50
4783;25/11/2023;2;185;133,80
4784;25/11/2023;2;105;232,70
4785;25/11/2023;2;45;120,00
4786;25/11/2023;2;80;58,20
4787;25/11/2023;2;53;300,00
4788;25/11/2023;2;55;24,25
4789;25/11/2023;2;123;655,50
4790;25/11/2023;2;81;49,00
4791;25/11/2023;2;64;155,20
4792;25/11/2023;2;196;163,90
4793;25/11/2023;2;1925;360,00
4794;25/11/2023;2;142;300,00
4795;25/11/2023;2;896;145,50
4796;25/11/2023;2;181;24,25
4797;25/11/2023;2;187;116,40
4798;25/11/2023;2;115;188,10
4799;25/11/2023;2;747;1.272,40
4800;25/11/2023;2;1434;120,00
4801;25/11/2023;2;1803;188,20
4802;25/11/2023;2;30;1.349,00
4803;25/11/2023;2;172;1.130,35
4804;25/11/2023;2;1277;116,40
4805;25/11/2023;2;187;130,20
4806;25/11/2023;2;85;291,00
4807;25/11/2023;2;137;196,00
4808;25/11/2023;2;17;361,00
4809;25/11/2023;2;17;400,00
4810;25/11/2023;2;49;111,60
4811;25/11/2023;2;199;50,00
4812;25/11/2023;2;17;146,50
4813;25/11/2023;2;50;535,40
4814;25/11/2023;2;64;108,50
4815;25/11/2023;2;143;59,40
4816;25/11/2023;2;166;632,90
4817;25/11/2023;2;42;916,40
4818;25/11/2023;2;1535;145,50
4819;25/11/2023;2;102;291,00
4820;25/11/2023;2;62;365,50
4821;25/11/2023;2;39;25,00
4822;25/11/2023;2;335;963,90
4823;25/11/2023;2;121;436,50
4824;25/11/2023;2;28;166,40
4825;25/11/2023;2;64;87,30
4826;25/11/2023;2;1345;747,30
4827;25/11/2023;2;20;426,80
4828;25/11/2023;2;132;266,30
4829;25/11/2023;2;56;408,90
4830;25/11/2023;2;89;787,90
4831;25/11/2023;2;35;116,40
4832;25/11/2023;2;187;50,00
4833;25/11/2023;2;80;1.600,30
4834;25/11/2023;2;65;249,60
4835;25/11/2023;2;10;734,40
4836;25/11/2023;2;180;48,50
4837;25/11/2023;2;101;135,80
4838;25/11/2023;2;1988;213,40
4839;25/11/2023;2;1507;200,00
4840;25/11/2023;2;1367;310,40
4841;25/11/2023;2;165;1.590,80
4842;25/11/2023;2;165;351,60
4843;25/11/2023;2;149;1.202,50
4844;25/11/2023;2;43;150,00
4845;25/11/2023;2;34;58,20
4846;25/11/2023;2;162;1.228,70
4847;25/11/2023;2;1748;198,75
4848;25/11/2023;2;30;117,60
4849;25/11/2023;2;144;178,20
4850;25/11/2023;2;67;271,60
4851;25/11/2023;2;114;100,00
4852;25/11/2023;2;190;155,20
4853;25/11/2023;2;149;300,00
4854;25/11/2023;2;1954;1.155,50
4855;25/11/2023;2;200;638,80
4856;25/11/2023;2;196;595,30
4857;25/11/2023;2;167;122,00
4858;25/11/2023;2;889;273,70
4859;25/11/2023;2;109;836,00
4860;25/11/2023;2;52;1.549,20
4861;25/11/2023;2;182;180,00
4862;25/11/2023;2;110;232,80
4863;25/11/2023;2;1285;824,25
4864;25/11/2023;2;145;48,50
4865;25/11/2023;2;73;182,50
4866;25/11/2023;2;132;224,25
4867;25/11/2023;2;36;307,50
4868;25/11/2023;2;114;48,50
4869;25/11/2023;2;174;87,30
4870;25/11/2023;2;188;220,00
4871;25/11/2023;2;54;280,00
4872;25/11/2023;2;145;261,90
4873;25/11/2023;2;100;286,00
4874;25/11/2023;2;1743;203,70
4875;25/11/2023;2;81;606,80
4876;25/11/2023;2;1481;145,50
4877;25/11/2023;2;30;426,80
4878;25/11/2023;2;712;273,40
4879;25/11/2023;2;174;335,00
4880;25/11/2023;2;1497;119,00
4881;25/11/2023;2;144;873,00
4882;25/11/2023;2;75;360,00
4883;25/11/2023;2;1303;776,50
4884;25/11/2023;2;11;277,20
4885;25/11/2023;2;1304;566,30
4886;25/11/2023;2;97;180,00
4887;25/11/2023;2;64;1.513,00
4888;25/11/2023;2;153;57,00
4889;25/11/2023;2;69;47,50
4890;25/11/2023;2;1457;855,40
4891;25/11/2023;2;1185;137,20
4892;25/11/2023;2;65;1.344,00
4893;25/11/2023;2;193;232,80
4894;25/11/2023;2;1723;271,60
4895;25/11/2023;2;136;174,60
4896;25/11/2023;2;186;291,00
4897;25/11/2023;2;77;881,40
4898;25/11/2023;2;1432;116,40
4899;25/11/2023;2;180;382,30
4900;25/11/2023;2;145;260,00
4901;25/11/2023;2;42;126,10
4902;25/11/2023;2;65;120,00
4903;25/11/2023;2;174;1.043,00
4904;25/11/2023;2;109;60,00
4905;25/11/2023;2;141;300,00
4906;25/11/2023;2;724;260,00
4907;25/11/2023;2;128;116,40
4908;25/11/2023;2;1429;528,65
4909;25/11/2023;2;75;417,10
4910;25/11/2023;2;811;196,00
4911;25/11/2023;2;1375;400,90
4912;25/11/2023;2;73;400,00
4913;25/11/2023;2;117;174,60
4914;25/11/2023;2;1785;120,00
4915;25/11/2023;2;998;150,00
4916;25/11/2023;2;122;555,50
4917;25/11/2023;2;45;275,80
4918;25/11/2023;2;71;480,00
4919;25/11/2023;2;108;286,20
4920;25/11/2023;2;81;194,00
4921;25/11/2023;2;82;611,10
4922;25/11/2023;3;2036;548,50
4923;25/11/2023;3;2041;450,00
4924;25/11/2023;3;2074;664,25
4925;25/11/2023;3;753;170,00
4926;25/11/2023;3;2467;548,50
4927;25/11/2023;3;1038;48,50
4928;25/11/2023;3;2124;509,80
4929;25/11/2023;3;2132;587,40
4930;25/11/2023;3;811;50,00
4931;25/11/2023;3;2317;25,00
4932;25/11/2023;3;1070;100,00
4933;25/11/2023;3;1387;405,00
4934;25/11/2023;3;2223;480,20
4935;25/11/2023;3;992;50,00
4936;25/11/2023;3;962;83,70
4937;25/11/2023;3;2497;380,00
4938;25/11/2023;3;1047;832,60
4939;25/11/2023;3;1118;30,00
4940;25/11/2023;3;724;50,00
4941;25/11/2023;3;1287;1.395,60
4942;25/11/2023;3;1008;278,80
4943;25/11/2023;3;661;87,30
4944;25/11/2023;3;1445;209,00
4945;25/11/2023;3;1081;1.045,40
4946;25/11/2023;3;854;50,00
4947;25/11/2023;3;1312;124,50
4948;25/11/2023;3;1095;518,90
4949;25/11/2023;3;2064;160,00
4950;25/11/2023;3;2438;116,40
4951;25/11/2023;3;2172;416,40
4952;25/11/2023;3;2138;93,00
4953;25/11/2023;3;2101;527,80
4954;25/11/2023;3;764;50,00
4955;25/11/2023;3;2374;434,50
4956;25/11/2023;3;690;634,10
4957;25/11/2023;3;2251;196,00
4958;25/11/2023;3;2299;873,00
4959;25/11/2023;3;2417;348,50
4960;25/11/2023;3;749;24,25
4961;25/11/2023;3;2247;93,00
4962;25/11/2023;3;2010;48,50
4963;25/11/2023;3;997;72,75
4964;25/11/2023;3;1122;612,00
4965;25/11/2023;3;568;88,20
4966;25/11/2023;3;1055;25,00
4967;25/11/2023;3;654;156,80
4968;25/11/2023;4;2910;485,00
4969;25/11/2023;4;317;280,00
4970;25/11/2023;4;464;24,25
4971;25/11/2023;4;2505;500,00
4972;25/11/2023;4;2652;329,60
4973;25/11/2023;4;325;553,50
4974;25/11/2023;4;134;178,20
4975;25/11/2023;4;2724;111,60
4976;25/11/2023;4;2861;456,50
4977;25/11/2023;4;2318;622,30
4978;25/11/2023;4;2706;735,20
4979;25/11/2023;4;203;259,90
4980;25/11/2023;4;203;735,00
4981;25/11/2023;4;443;240,00
4982;25/11/2023;4;233;457,00
4983;25/11/2023;4;2365;1.473,80
4984;25/11/2023;4;245;171,00
4985;25/11/2023;4;402;908,00
4986;25/11/2023;4;216;601,40
4987;25/11/2023;4;366;174,60
4988;25/11/2023;4;260;271,60
4989;25/11/2023;4;482;552,90
4990;25/11/2023;4;2369;708,00
4991;25/11/2023;4;2830;553,75
4992;25/11/2023;4;2694;49,00
4993;25/11/2023;4;226;620,80
4994;25/11/2023;4;2861;436,50
4995;25/11/2023;4;2901;24,25
4996;25/11/2023;4;404;155,20
4997;25/11/2023;4;455;291,00
4998;25/11/2023;4;2359;520,00
4999;25/11/2023;4;191;116,40
5000;25/11/2023;4;216;525,40
5001;25/11/2023;4;2882;25,00
5002;25/11/2023;4;2398;839,50
5003;25/11/2023;4;452;950,00
5004;25/11/2023;4;303;50,00
5005;25/11/2023;4;450;388,00
5006;25/11/2023;4;275;487,20
5007;25/11/2023;4;199;168,50
5008;25/11/2023;4;253;1.576,50
5009;25/11/2023;4;384;687,40
5010;25/11/2023;4;483;1.563,90
5011;25/11/2023;4;163;627,70
5012;25/11/2023;4;149;717,80
5013;25/11/2023;4;122;48,50
5014;25/11/2023;4;166;48,00
5015;25/11/2023;4;139;1.224,50
5016;25/11/2023;4;496;539,00
5017;25/11/2023;4;250;250,00
5018;25/11/2023;4;485;49,00
5019;25/11/2023;4;223;1.274,00
5020;25/11/2023;4;276;300,00
5021;25/11/2023;4;399;87,30
5022;25/11/2023;4;345;1.050,00
5023;25/11/2023;4;435;663,00
5024;25/11/2023;4;387;312,40
5025;25/11/2023;4;2843;913,60
5026;25/11/2023;4;2683;488,20
5027;25/11/2023;4;157;905,20
5028;25/11/2023;4;216;203,70
5029;25/11/2023;4;168;516,50
5030;25/11/2023;4;491;25,00
5031;25/11/2023;4;2920;698,30
5032;25/11/2023;4;294;889,20
5033;25/11/2023;4;2607;188,60
5034;25/11/2023;4;403;713,40
5035;25/11/2023;4;405;291,00
5036;25/11/2023;4;244;465,00
5037;25/11/2023;4;2911;50,00
5038;25/11/2023;4;173;137,20
5039;25/11/2023;4;2359;471,20
5040;25/11/2023;4;390;180,00
5041;25/11/2023;4;2803;270,00
5042;25/11/2023;4;473;491,00
5043;25/11/2023;5;2163;330,00
5044;25/11/2023;5;1812;339,50
5045;25/11/2023;5;2215;24,25
5046;25/11/2023;5;651;485,85
5047;25/11/2023;5;998;50,00
5048;25/11/2023;5;443;220,00
5049;25/11/2023;5;2454;196,00
5050;25/11/2023;5;1679;450,40
5051;25/11/2023;5;2346;1.931,10
5052;25/11/2023;5;287;776,00
5053;25/11/2023;5;2163;826,40
5054;25/11/2023;5;236;97,00
5055;25/11/2023;5;965;342,75
5056;25/11/2023;5;107;97,00
5057;25/11/2023;5;2795;154,00
5058;25/11/2023;5;1730;368,60
5059;25/11/2023;5;2379;1.694,50
5060;25/11/2023;5;772;361,00
5061;25/11/2023;5;2307;155,20
5062;25/11/2023;5;1078;506,40
5063;25/11/2023;5;328;369,30
5064;25/11/2023;5;1070;116,40
5065;25/11/2023;5;945;200,50
5066;25/11/2023;5;181;998,40
5067;25/11/2023;5;1882;1.977,60
5068;25/11/2023;5;2080;882,90
5069;25/11/2023;5;1778;1.000,00
5070;25/11/2023;5;5;2.117,00
5071;25/11/2023;5;2248;294,00
5072;25/11/2023;5;2165;368,60
5073;25/11/2023;5;2321;686,20
5074;25/11/2023;5;1583;85,50
5075;25/11/2023;5;97;75,00
5076;25/11/2023;5;2535;177,60
5077;25/11/2023;5;236;215,60
5078;25/11/2023;5;2794;374,70
5079;25/11/2023;5;1027;774,00
5080;25/11/2023;5;2545;727,50
5081;25/11/2023;5;2717;160,80
5082;25/11/2023;5;2458;1.096,40
5083;25/11/2023;5;2340;240,00
5084;25/11/2023;5;2068;1.035,90
5085;25/11/2023;5;2357;383,20
5086;25/11/2023;5;850;160,00
5087;25/11/2023;5;1739;155,20
5088;25/11/2023;5;1607;845,40
5089;25/11/2023;5;2598;1.567,00
5090;25/11/2023;5;1983;47,00
5091;25/11/2023;5;2361;657,50
5092;25/11/2023;5;2365;440,00
5093;25/11/2023;5;2253;1.173,70
5094;25/11/2023;5;86;1.194,80
5095;25/11/2023;5;1348;97,00
5096;25/11/2023;5;485;78,80
5097;25/11/2023;5;2929;388,00
5098;25/11/2023;5;1113;588,00
5099;25/11/2023;5;2544;962,50
5100;25/11/2023;5;1821;180,00
5101;25/11/2023;5;879;198,25
5102;25/11/2023;5;1986;274,40
5103;25/11/2023;5;18;291,00
5104;25/11/2023;5;2200;863,30
5105;25/11/2023;5;1414;248,20
5106;25/11/2023;5;476;240,00
5107;25/11/2023;5;1576;320,00
5108;25/11/2023;5;904;408,50
5109;25/11/2023;5;2234;95,00
5110;25/11/2023;5;2683;1.221,95
5111;25/11/2023;5;2926;1.403,00
5112;25/11/2023;5;1083;970,50
5113;25/11/2023;5;1286;588,00
5114;25/11/2023;5;1963;360,00
5115;25/11/2023;5;2590;49,00
5116;25/11/2023;5;1465;390,80
5117;25/11/2023;5;1446;48,50
5118;25/11/2023;5;1107;93,00
5119;25/11/2023;5;408;1.359,10
5120;25/11/2023;5;2675;180,00
5121;25/11/2023;5;406;407,40
5122;25/11/2023;5;1264;24,25
5123;25/11/2023;5;438;111,55
5124;25/11/2023;5;1250;780,50
5125;25/11/2023;5;388;25,00
5126;25/11/2023;5;572;352,80
5127;25/11/2023;5;1594;155,20
5128;25/11/2023;5;190;972,00
5129;25/11/2023;5;2864;415,80
5130;25/11/2023;5;2345;890,00
5131;25/11/2023;5;2923;100,00
5132;25/11/2023;5;1236;752,40
5133;25/11/2023;5;1148;1.746,00
5134;25/11/2023;5;1280;87,30
5135;26/11/2023;1;4;174,60
5136;26/11/2023;1;453;701,20
5137;26/11/2023;1;185;1.100,70
5138;26/11/2023;1;1542;74,25
5139;26/11/2023;1;1882;116,40
5140;26/11/2023;1;136;485,00
5141;26/11/2023;1;908;600,00
5142;26/11/2023;1;893;93,00
5143;26/11/2023;1;1015;58,20
5144;26/11/2023;1;1840;1.500,00
5145;26/11/2023;1;1915;60,00
5146;26/11/2023;1;10;450,00
5147;26/11/2023;1;1974;1.470,00
5148;26/11/2023;1;201;156,80
5149;26/11/2023;1;20;368,60
5150;26/11/2023;1;1814;652,80
5151;26/11/2023;1;1115;882,90
5152;26/11/2023;1;1732;137,20
5153;26/11/2023;2;21;90,00
5154;26/11/2023;2;125;838,50
5155;26/11/2023;2;11;1.161,00
5156;26/11/2023;2;109;1.989,00
5157;26/11/2023;2;111;49,00
5158;26/11/2023;2;138;24,25
5159;26/11/2023;2;170;280,00
5160;26/11/2023;2;148;388,00
5161;26/11/2023;2;40;165,40
5162;26/11/2023;2;114;117,60
5163;26/11/2023;2;80;523,80
5164;26/11/2023;2;195;800,00
5165;26/11/2023;2;97;58,20
5166;26/11/2023;3;1435;878,00
5167;26/11/2023;3;1324;296,60
5168;26/11/2023;3;920;380,00
5169;26/11/2023;3;1275;797,70
5170;26/11/2023;3;2436;100,00
5171;26/11/2023;4;162;376,40
5172;26/11/2023;4;368;196,00
5173;26/11/2023;4;146;194,00
5174;26/11/2023;4;2397;48,50
5175;26/11/2023;4;413;540,00
5176;26/11/2023;4;461;100,00
5177;26/11/2023;4;2487;291,00
5178;26/11/2023;4;424;49,00
5179;26/11/2023;4;258;1.198,90
5180;26/11/2023;5;332;136,30
5181;26/11/2023;5;2995;339,50
5182;26/11/2023;5;1939;120,00
5183;26/11/2023;5;1135;792,20
5184;26/11/2023;5;51;46,50
5185;26/11/2023;5;2196;1.143,00
5186;28/11/2023;1;727;274,40
5187;28/11/2023;1;17;480,00
5188;28/11/2023;1;425;265,50
5189;28/11/2023;1;1971;845,05
5190;28/11/2023;1;959;180,00
5191;28/11/2023;1;8;294,00
5192;28/11/2023;1;1683;232,80
5193;28/11/2023;1;459;60,00
5194;28/11/2023;1;1947;60,00
5195;28/11/2023;1;1919;264,60
5196;28/11/2023;1;41;100,00
5197;28/11/2023;1;575;140,00
5198;28/11/2023;1;228;1.200,00
5199;28/11/2023;1;1947;955,30
5200;28/11/2023;1;88;724,70
5201;28/11/2023;1;13;1.119,00
5202;28/11/2023;1;1430;1.098,00
5203;28/11/2023;1;141;371,60
5204;28/11/2023;2;1079;643,80
5205;28/11/2023;2;177;93,00
5206;28/11/2023;2;197;204,60
5207;28/11/2023;2;163;130,00
5208;28/11/2023;2;93;1.380,45
5209;28/11/2023;2;141;258,60
5210;28/11/2023;3;695;133,20
5211;28/11/2023;3;725;1.317,00
5212;28/11/2023;3;961;218,25
5213;28/11/2023;3;888;206,70
5214;28/11/2023;3;2127;411,60
5215;28/11/2023;3;2134;155,00
5216;28/11/2023;3;2121;223,20
5217;28/11/2023;3;2321;135,80
5218;28/11/2023;4;206;1.583,20
5219;28/11/2023;4;251;386,50
5220;28/11/2023;4;356;116,40
5221;28/11/2023;4;179;50,00
5222;28/11/2023;4;363;1.794,00
5223;28/11/2023;4;2956;310,40
5224;28/11/2023;4;2512;900,00
5225;28/11/2023;4;476;300,00
5226;28/11/2023;4;450;220,50
5227;28/11/2023;5;1772;139,50
5228;28/11/2023;5;2318;636,10
5229;28/11/2023;5;2815;271,60
5230;28/11/2023;5;2920;582,90
5231;28/11/2023;5;392;263,40
5232;28/11/2023;5;458;436,50
5233;28/11/2023;5;2963;779,00
5234;28/11/2023;5;2532;352,20
5235;28/11/2023;5;215;178,20
5236;28/11/2023;5;747;111,60
5237;29/11/2023;1;1725;331,40
5238;29/11/2023;1;1130;160,00
5239;29/11/2023;1;588;178,80
5240;29/11/2023;1;1567;429,00
5241;29/11/2023;1;1384;48,50
5242;29/11/2023;1;5;614,10
5243;29/11/2023;1;1290;970,00
5244;29/11/2023;1;984;310,40
5245;29/11/2023;1;1552;221,30
5246;29/11/2023;1;582;352,80
5247;29/11/2023;1;615;48,50
5248;29/11/2023;1;1932;368,50
5249;29/11/2023;1;1481;942,50
5250;29/11/2023;1;56;174,60
5251;29/11/2023;1;1300;2.000,00
5252;29/11/2023;1;837;48,50
5253;29/11/2023;1;275;364,00
5254;29/11/2023;1;811;2.362,50
5255;29/11/2023;1;5;1.309,50
5256;29/11/2023;1;1938;48,50
5257;29/11/2023;1;1392;174,60
5258;29/11/2023;1;903;90,00
5259;29/11/2023;1;1123;122,00
5260;29/11/2023;1;1098;776,80
5261;29/11/2023;1;1279;771,20
5262;29/11/2023;1;5;817,80
5263;29/11/2023;1;1055;112,80
5264;29/11/2023;1;1617;420,00
5265;29/11/2023;1;1305;271,60
5266;29/11/2023;1;8;48,50
5267;29/11/2023;1;1218;280,00
5268;29/11/2023;1;545;29,10
5269;29/11/2023;1;851;25,00
5270;29/11/2023;1;458;186,00
5271;29/11/2023;1;655;72,75
5272;29/11/2023;2;1155;1.600,00
5273;29/11/2023;2;1975;1.992,30
5274;29/11/2023;2;87;588,00
5275;29/11/2023;2;48;966,60
5276;29/11/2023;2;901;434,00
5277;29/11/2023;2;172;24,50
5278;29/11/2023;2;1923;87,30
5279;29/11/2023;2;160;1.099,60
5280;29/11/2023;2;493;536,40
5281;29/11/2023;2;96;83,70
5282;29/11/2023;2;1845;389,40
5283;29/11/2023;2;101;993,20
5284;29/11/2023;2;86;305,20
5285;29/11/2023;2;125;476,60
5286;29/11/2023;2;152;690,00
5287;29/11/2023;2;190;48,50
5288;29/11/2023;2;99;184,30
5289;29/11/2023;2;31;150,00
5290;29/11/2023;2;53;393,70
5291;29/11/2023;2;101;543,20
5292;29/11/2023;2;13;48,50
5293;29/11/2023;2;126;337,00
5294;29/11/2023;2;161;116,40
5295;29/11/2023;2;113;213,40
5296;29/11/2023;3;2122;727,50
5297;29/11/2023;3;2204;873,00
5298;29/11/2023;3;818;77,90
5299;29/11/2023;3;2213;261,90
5300;29/11/2023;3;2494;480,00
5301;29/11/2023;3;1331;641,30
5302;29/11/2023;3;2273;57,00
5303;29/11/2023;4;110;700,00
5304;29/11/2023;4;328;339,50
5305;29/11/2023;4;2483;987,00
5306;29/11/2023;4;439;236,80
5307;29/11/2023;4;145;240,00
5308;29/11/2023;4;104;2.160,00
5309;29/11/2023;4;2723;1.612,60
5310;29/11/2023;5;2194;49,00
5311;29/11/2023;5;1230;142,50
5312;29/11/2023;5;2686;107,00
5313;29/11/2023;5;2799;106,70
5314;29/11/2023;5;1595;90,00
5315;29/11/2023;5;2597;140,00
5316;29/11/2023;5;2555;422,00
5317;29/11/2023;5;2014;717,20
5318;29/11/2023;5;767;48,50
5319;29/11/2023;5;1161;436,50
5320;29/11/2023;5;1033;29,10
5321;29/11/2023;5;2759;117,60
5322;29/11/2023;5;2580;50,00
5323;29/11/2023;5;35;540,00
5324;29/11/2023;5;76;465,00
5325;29/11/2023;5;2719;28,50
5326;29/11/2023;5;1230;300,00
5327;29/11/2023;5;2982;210,00
5328;29/11/2023;5;583;167,40
5329;29/11/2023;5;1671;250,00
5330;29/11/2023;5;1969;116,40
5331;30/11/2023;1;1202;495,00
5332;30/11/2023;1;855;1.050,00
5333;30/11/2023;1;564;223,20
5334;30/11/2023;1;1858;85,50
5335;30/11/2023;1;856;726,40
5336;30/11/2023;1;1734;72,00
5337;30/11/2023;1;1937;180,00
5338;30/11/2023;1;4;315,85
5339;30/11/2023;1;814;578,20
5340;30/11/2023;1;1822;1.157,40
5341;30/11/2023;1;1127;339,50
5342;30/11/2023;1;865;178,20
5343;30/11/2023;1;1948;48,50
5344;30/11/2023;1;299;25,00
5345;30/11/2023;1;4;85,50
5346;30/11/2023;1;422;467,00
5347;30/11/2023;1;720;150,00
5348;30/11/2023;1;1839;339,50
5349;30/11/2023;1;1291;166,10
5350;30/11/2023;1;513;1.050,00
5351;30/11/2023;1;1176;360,00
5352;30/11/2023;1;1633;400,00
5353;30/11/2023;1;7;55,80
5354;30/11/2023;1;1235;726,10
5355;30/11/2023;2;151;1.204,45
5356;30/11/2023;2;66;87,30
5357;30/11/2023;2;44;160,00
5358;30/11/2023;2;610;582,00
5359;30/11/2023;2;27;400,70
5360;30/11/2023;2;76;331,60
5361;30/11/2023;2;1597;465,60
5362;30/11/2023;2;112;120,00
5363;30/11/2023;2;165;74,25
5364;30/11/2023;2;54;48,50
5365;30/11/2023;2;195;892,80
5366;30/11/2023;2;1871;1.455,00
5367;30/11/2023;2;183;160,00
5368;30/11/2023;2;124;134,25
5369;30/11/2023;2;102;58,80
5370;30/11/2023;2;119;87,30
5371;30/11/2023;2;87;709,60
5372;30/11/2023;2;37;156,80
5373;30/11/2023;2;154;500,00
5374;30/11/2023;2;178;117,60
5375;30/11/2023;2;272;99,00
5376;30/11/2023;2;171;860,50
5377;30/11/2023;2;73;58,20
5378;30/11/2023;2;67;936,00
5379;30/11/2023;2;1682;271,60
5380;30/11/2023;2;143;118,80
5381;30/11/2023;3;2414;288,50
5382;30/11/2023;3;1007;1.615,60
5383;30/11/2023;3;1403;969,50
5384;30/11/2023;3;2235;543,20
5385;30/11/2023;3;700;282,00
5386;30/11/2023;3;522;48,50
5387;30/11/2023;3;1254;25,00
5388;30/11/2023;3;527;24,25
5389;30/11/2023;3;2051;222,10
5390;30/11/2023;3;1007;380,00
5391;30/11/2023;3;1022;213,40
5392;30/11/2023;3;1160;900,00
5393;30/11/2023;3;2124;440,00
5394;30/11/2023;3;941;545,00
5395;30/11/2023;4;2580;162,20
5396;30/11/2023;4;2813;873,00
5397;30/11/2023;4;2972;100,00
5398;30/11/2023;4;445;285,00
5399;30/11/2023;4;203;98,00
5400;30/11/2023;4;2574;744,00
5401;30/11/2023;4;2860;748,60
5402;30/11/2023;4;239;245,00
5403;30/11/2023;4;2320;372,40
5404;30/11/2023;4;2973;213,40
5405;30/11/2023;4;405;178,00
5406;30/11/2023;4;456;95,00
5407;30/11/2023;4;2546;316,40
5408;30/11/2023;4;183;90,00
5409;30/11/2023;4;230;1.188,60
5410;30/11/2023;4;468;717,40
5411;30/11/2023;5;1175;87,30
5412;30/11/2023;5;2944;526,50
5413;30/11/2023;5;163;477,00
5414;30/11/2023;5;824;57,60
5415;30/11/2023;5;1078;234,60
5416;30/11/2023;5;152;352,80
5417;30/11/2023;5;403;97,00
5418;30/11/2023;5;1449;1.456,40
5419;30/11/2023;5;415;184,30
5420;30/11/2023;5;1515;196,00
5421;30/11/2023;5;1379;30,00
